Category,Title,Timer,Text,Option 1,Option 1 success,Option 1 Fail,Option 2,Option 2 Success,Option 2 Fail,O1 Success Stamina change,O1 Success Stress change,O1 Success Cash Change,O1 Success Grades change,O1 Success Crimes change,O1 Success Time cost (min),O1 Fail Stamina change,O1 Fail Stress change,O1 Fail Cash Change,O1 Fail Grades change,O1 Fail Crimes change,O1 Fail Time cost (min),O2 Success Stamina change,O2 Success Stress change,O2 Success Cash Change,O2 Success Grades change,O2 Success Crimes change,O2 Success Time cost (min),O2 Fail Stamina change,O2 Fail Stress change,O2 Fail Cash Change,O2 Fail Grades change,O2 Fail Crimes change,O2 Fail Time cost (min),Skip Stamina change,Skip Stress change,Skip Cash Change,Skip Grades change,Skip Crimes change,Skip Time cost (min)
Crime,Interrupt Drug Deal,0:00:30,You get information that there is a major drug deal going down in the city. ,"You decide to interrupt it, and catch all parties involved.",You do everything by the book and apprehend everyone involved and the streets are safer for it!,"Althought you manage to stop the deal and catch everyone involved, you are badly hurt in the confrontation.",,,,-10,0,0,0,-10,15,-20,5,0,0,0,15,,,,,,,,,,,,,0,0,0,0,20,0
Crime,Stop Supervillain,0:00:15,The supervillain known as Black Wight is causing chaos in the city! He needs to be stopped!,Stop Black Wight!,"Although the battle was tough, you were victorious and the Black Wight will live the rest of his life behind bars!","The Black Wight turned out to be a stronger opponent than anticipated. Good thing the police arrived just in time and caused him to run away, otherwise he would have finished you! ",,,,-50,10,0,0,-25,20,-75,25,0,0,25,20,,,,,,,,,,,,,0,0,0,0,35,0
Crime,Fight Supervillains,0:01:00,"A bunch of supervillains have grouped up, calling themselves The Ferocious Five, and are terrorizing the city! They need to be stopped!",Fight The Ferocious Five!,"After a hard-fought battle, you manage to prevail against all odds. The Ferocious Five will not be causing trouble agaom any time soon!","The Ferocious Five prove to be too big of a challenge! Their numbers advantage is a bit too much for you, forcing you to retreat, barely escaping with your life.",,,,-75,20,0,0,-40,30,-90,35,0,0,35,30,,,,,,,,,,,,,0,0,0,0,50,0
Crime,Get a Cat off a Tree,0:01:00,An old lady's cat has gotten out and is stuck in a tree. Time to be a superhero!,Get the cat.,The soft and fluffy thing comes down without resistance. It purrs in your hands as you hand it back to its owner.,"After an unneccessary struggle, you bring the cat down with a bunch of new scratches down your arms. You'll need to sew your suit again...",,,,-10,0,0,0,-5,5,-15,5,0,0,0,5,,,,,,,,,,,,,0,0,0,0,0,0
Crime,Stop School Bullies,0:00:15,A bunch of kids are bullying a younger child.,Scatter the bullies.,Showing up in defense of the kid made all the bullies run away. They'll think twice before bullying again.,Those bullies were smarter than you thought... They knew you weren't going to hurt them so they just started making fun of your costume. Your pride is kind of hurt.,,,,-10,0,0,0,-5,5,-10,5,0,0,5,5,,,,,,,,,,,,,0,0,0,0,10,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Football Hooligans,0:01:00,The Rangers - Celtics game was tonight and you know what that means...,Prevent the fans from causing any serious damage.,"As soon as anyone begins any hooligan activities, you show up, making them think twice.","It seems like superheroes are not intimidating enough for drunk people! As soon as you show up, they begin throwing bottles and cans at you.",,,,-20,0,0,0,-15,30,-25,0,0,0,15,30,,,,,,,,,,,,,0,0,0,0,20,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Supervillain,0:00:15,The supervillain known as Cunticus is causing chaos in the city! He needs to be stopped!,Stop Cunticus!,"Although the battle was tough, you were victorious and the Cunticus will live the rest of his life behind bars!","Cunticus turned out to be a stronger opponent than anticipated. Good thing the police arrived just in time and caused him to run away, otherwise he would have finished you! ",,,,-50,10,0,0,-25,20,-75,25,0,0,25,20,,,,,,,,,,,,,0,0,0,0,35,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Football Hooligans,0:01:00,The Scotland - Ireland game was tonight and you know what that means...,Prevent the fans from causing any serious damage.,"As soon as anyone begins any hooligan activities, you show up, making them think twice.","It seems like superheroes are not intimidating enough for drunk people! As soon as you show up, they begin throwing bottles and cans at you.",,,,-20,0,0,0,-15,30,-25,0,0,0,15,30,,,,,,,,,,,,,0,0,0,0,20,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Interrupt Drug Deal,0:00:30,You get information that there is a major drug deal going down in the city. ,"You decide to interrupt it, and catch all parties involved.",You do everything by the book and apprehend everyone involved and the streets are safer for it!,"Althought you manage to stop the deal and catch everyone involved, you are badly hurt in the confrontation.",,,,-10,0,0,0,-10,15,-20,5,0,0,0,15,,,,,,,,,,,,,0,0,0,0,20,0
Crime,Stop Supervillain,0:00:15,The supervillain known as The Blue Bastard is causing chaos in the city! He needs to be stopped!,Stop The Blue Bastard!,"Although the battle was tough, you were victorious and the The Blue Bastardwill live the rest of his life behind bars!","The Blue Bastard turned out to be a stronger opponent than anticipated. Good thing the police arrived just in time and caused him to run away, otherwise he would have finished you! ",,,,-50,10,0,0,-25,20,-75,25,0,0,25,20,,,,,,,,,,,,,0,0,0,0,35,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Football Hooligans,0:01:00,The Scotland - England game was tonight and you know what that means...,Prevent the fans from causing any serious damage.,"As soon as anyone begins any hooligan activities, you show up, making them think twice.","It seems like superheroes are not intimidating enough for drunk people! As soon as you show up, they begin throwing bottles and cans at you.",,,,-20,0,0,0,-15,30,-25,0,0,0,15,30,,,,,,,,,,,,,0,0,0,0,20,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Car Chase,0:00:30,A high speed car chase is going on in the city streets. You could intercept them if you are quick enough!,Stop the car chase!,"Planning out your route perfectly allowed you to get ahead of them, using your powers to stop the criminals as they were about to lose the cops!",You weren't quick enough! You almost got ran over as the criminals escaped!,,,,-30,0,0,0,-20,15,-50,0,0,0,20,15,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Intervene in Gang Fight,0:00:15,"Two rival gangs are going at each other, if you don't intervene someone could get seriously hurt!",Intervene and stop the fighting!,Your superiour fighting skills and equipment let you easily dispatch of all trouble makers. Everyone involved is successfully apprehended.,"Upon seeing you, both gangs forgot about the dispute they had and focused their anger towards you. You had to make a run for it.",,,,-25,0,0,0,-20,10,-30,0,0,0,20,10,,,,,,,,,,,,,0,0,0,0,25,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
Crime,Stop Mugging,0:00:05,You hear paniced cries down an alley. Someone is in trouble.,Stop the crime and catch the criminals. No escape from Justice!,You leave the criminals tied up for the police to find. The victim is grateful and starts tweeting about you as soon as you turn to leave.,"You try to ambush them, but it doesn't work out. You get beaten up pretty bad.",,,,-10,0,0,0,-3,10,-10,2,0,0,0,10,,,,,,,,,,,,,0,1,0,0,3,0
